topic_id	topic_title	basesubtopic_title	basesubtopic_id
17981	Data - Standard deviation	Standard deviation (population and sample) - mixed set 6261, 6262, 6263	4351
17981	Data - Standard deviation	Find the variance of data	2485
17982	Data - Outliers	Identify outliers by inspection	1650
17982	Data - Outliers	Describe and determine the effect of an outlier on the mean	6009
17982	Data - Outliers	Describe and determine the effect of an outlier on the median	6010
17982	Data - Outliers	Describe and determine the effect of an outlier on the mode	6011
17982	Data - Outliers	Describe and determine the effect of an outlier on the range	6012
17982	Data - Outliers	Describe and determine the effect of an outlier on mean, median, mode and range	6013
17982	Data - Outliers	Determine outliers by calculation	2356
17982	Data - Outliers	Describe and determine the effect of an outlier on mean and median	6265
17983	Data - Shape	Describe the shape of data	1367
17983	Data - Shape	Describe shape and characteristics of data	579
17983	Data - Shape	Describe shape and characteristics of data in box plots	6266
17983	Data - Shape	Describe correlation of scatterplots for linear relationships	6267
17983	Data - Shape	Describe correlation of scatterplots for quadratic relationships	6268
17983	Data - Shape	Determine if scatterplot displays linear or quadratic model, and describe it	6269
17983	Data - Shape	Determine if scatterplot displays linear or non-linear model, and describe it	6270
17984	Data - Comparisons	Compare data sets by observation	521
17984	Data - Comparisons	Compare data sets using measures of centre or range	247
17984	Data - Comparisons	Compare data sets and comment on the shape of data	2486
17984	Data - Comparisons	Compare data sets using measures of centre or spread	6271
17985	Data - Statistical investigations	A bugs life (Investigation) LIVE	4492
17985	Data - Statistical investigations	Data in the media	2323
17985	Data - Statistical investigations	How are statistics used in the media (Investigation) LIVE	1274
17985	Data - Statistical investigations	Ball bounce (Investigation) LIVE	3305
17985	Data - Statistical investigations	Statistics and the weather (Investigation) LIVE	4525
17985	Data - Statistical investigations	Comparing rainfall (Investigation) LIVE	1251
17985	Data - Statistical investigations	Target practice (Investigation) LIVE	3314
17985	Data - Statistical investigations	Sports team analysis (Investigation) LIVE	3333
17985	Data - Statistical investigations	How statistics is used to mislead people (Investigation) LIVE	1640
17985	Data - Statistical investigations	Life expectancy (Investigation) LIVE	1250
17985	Data - Statistical investigations	Planning a statistical investigation (Investigation) LIVE	1770
17986	Data - CAS	CAS Skills: Univariate data	3522
17986	Data - CAS	CAS SKills: Mixed questions on univariate data	3527
17986	Data - CAS	CAS Skills: Creating a box plot	3524
17986	Data - CAS	CAS SKills: Creating a scatterplot	6279
2834	Time Series Data	Interpreting Information from Time Series Data (HS)	1329
2834	Time Series Data	Distance/Time Graphs and Time Series Data (SS)	1195
2834	Time Series Data	Reading and Interpreting Time Series Graphs	1722
2834	Time Series Data	Smoothing Data with an Odd Moving Average	2441
2834	Time Series Data	Smoothing Data with an Even Moving Average	2442
2834	Time Series Data	Smoothing Data with a Moving Median	1724
2834	Time Series Data	Seasonal Indices and Deseasonalising Data	1725
2834	Time Series Data	Making Predictions from Time Series Data (using LSRL)	1726
2834	Time Series Data	Statistical Investigation - Time Series Data (Investigation) (SS) LIVE	1727
2835	Regression Analysis	Line of best fit - Identifying (HS)	484
2835	Regression Analysis	Line of Best Fit - Using Technology (Investigation) (SS) LIVE	1644
2835	Regression Analysis	Line of best fit - calculating (HS)	1422
2835	Regression Analysis	Two Mean Regression Line (SS)	2443
2835	Regression Analysis	Line of Best Fit - 3 Median Method (SS)	2444
2835	Regression Analysis	Least-Squares Lines and Making Predictions (SS)	1716
2835	Regression Analysis	Interpreting Information from Fitted Lines (no gradient)	3632
2835	Regression Analysis	Interpreting Information from Fitted Lines (SS)	1718
2835	Regression Analysis	Errors in Extrapolations (Investigation) (SS) LIVE	1648
2835	Regression Analysis	Residual Plots and Analysis (SS)	1717
2835	Regression Analysis	Data Transformation (SS)	2359
2835	Regression Analysis	Fitting Functions to Data (SS)	1758
2835	Regression Analysis	Rolling ball experiment (Investigation) LIVE	4497
2835	Regression Analysis	Correlation Coefficient (SS)	862
2835	Regression Analysis	Use r-value after calculation using a calculator	9399
2835	Regression Analysis	r^2 (coefficient of determination) (SS)	2446
2835	Regression Analysis	Data involving time	3549
2835	Regression Analysis	covariance and the regression line (SS)	2448
2835	Regression Analysis	Interpretation of Data with Awareness of Issues (Investigation) LIVE	3630
2835	Regression Analysis	Associations in Biometric Data (Investigation) LIVE	3631
2835	Regression Analysis	Correlations (Investigation) LIVE	4550
2835	Regression Analysis	Explanations of causality, or no causality (Investigation) (LIVE)	1719
2835	Regression Analysis	Identify causality and correlation	1649
2836	Populations and Samples	Calculate and compare summary statistics from random samples of the same population (Yr 8)	4352
2836	Populations and Samples	Features of Populations and Samples	3582
2836	Populations and Samples	Target Population	1635
2836	Populations and Samples	Estimating population size from sample	953
2836	Populations and Samples	Sources of Bias	2474
2836	Populations and Samples	Variability of  Random Samples from Distributions	2591
2836	Populations and Samples	Sample Proportions (calculating and comparison)	3454
2836	Populations and Samples	The exact distribution of the sample proportions	3455
2836	Populations and Samples	The approximate normal distribution of the sample proportions	3456
2836	Populations and Samples	Confidence Intervals for Sample Proportions	2362
2836	Populations and Samples	Margins of error	3457
2836	Populations and Samples	Applications of Confidence Intervals	2526
2836	Populations and Samples	Sample means and population means	2361
2836	Populations and Samples	Central limit theorem	2475
2836	Populations and Samples	Sampling Distribution of the Sample Mean	2476
2836	Populations and Samples	standard error	2477
2837	Random Variables	Discrete Random Variable	2449
2837	Random Variables	Discrete Random Probability Distribution	2364
2837	Random Variables	Constructing Discrete Probability Distribution	2451
2837	Random Variables	Discrete Probability Density Functions	2363
2837	Random Variables	Measures of Centre of Discrete Random Distributions	2452
2837	Random Variables	Measures of Variability of Discrete Random Distributions	2453
2837	Random Variables	Mean and variance of Linear combinations of DRV	2454
2837	Random Variables	Estimating probabilities	2563
2837	Random Variables	The hypergeometric distribution	2565
2837	Random Variables	Problems with Discrete Random Variables and Probabilities	2590
2837	Random Variables	Relative Frequencies and Continuous Random Variables	2527
2837	Random Variables	Probability Density and Cumulative Distribution functions (PDF, CDF)	2528
2837	Random Variables	Discrete and continuous Random Variables	2450
2837	Random Variables	Measures of Centre of Continuous Random Distribution	2530
2837	Random Variables	Measures of Variability of Continuous Random Distribution	2531
2837	Random Variables	Mean and variance of Linear Functions of CRV	2662
2837	Random Variables	Mixed applications involving random variables	3125
2838	Binomial Distribution	Binomial Distributions	2455
2838	Binomial Distribution	Graphs of Binomial Distribution using a CAS Calculator (Investigation) LIVE	2456
2838	Binomial Distribution	Problems with Binomial Distributions	2457
2838	Binomial Distribution	Features of Binomial Distributions	2458
2838	Binomial Distribution	Bernoulli Trials and Sequences	2360
2838	Binomial Distribution	Bernoulli mean and variance	2459
2838	Binomial Distribution	Applications of Bernoulli random variables and probabilities	2593
2838	Binomial Distribution	Margins of Error	1981
2838	Binomial Distribution	Markov Chains and Transition MAtrices	2460
2838	Binomial Distribution	Poisson approximations	2461
2839	Normal Distribution	Introduction to a Normal Distribution	202
2839	Normal Distribution	68-95-99.7 Rule (empirical rule)	2462
2839	Normal Distribution	z-scores (what they are and calculating them) (sample SD)	2463
2839	Normal Distribution	z-scores (what they are and calculating them) (Population SD)	3552
2839	Normal Distribution	Using z-scores to identify probabilities	3633
2839	Normal Distribution	Quantiles and Percentiles	2492
2839	Normal Distribution	Comparison of Scores	2464
2839	Normal Distribution	Standard Normal Distribution (using tables)	2466
2839	Normal Distribution	Standard Normal Distribution (CAS)	3124
2839	Normal Distribution	Normal approximation to binomials	2467
2839	Normal Distribution	Linear change of scale and origin	2532
2839	Normal Distribution	Standardisation and quantiles	2533
2851	Hypothesis Testing - 1 Sample	hypothesis testing	2468
2851	Hypothesis Testing - 1 Sample	p-values	2469
2851	Hypothesis Testing - 1 Sample	1 tailed and 2 tailed tests	2470
2851	Hypothesis Testing - 1 Sample	t statistics	2471
2851	Hypothesis Testing - 1 Sample	small sample hypothesis testing	2472
2851	Hypothesis Testing - 1 Sample	large sample hypothesis testing	2473
10312	Personal Finance - Mobile Phones	Types of Mobile Phone Plans (Investigation) LIVE	4539
10312	Personal Finance - Mobile Phones	Sample Phone Plan (Investigation) LIVE	4540
